"idema","lon","fint","prec","alt","vmax","vv","dv","lat","dmax","ubi","hr","tamin","ta","tamax","pres","stdvv","ts","pres_nmar","tpr","vis","stddv","inso","tss5cm","psoltp","pliqt","rviento","vmaxu","dvu","pacutp","vvu","stdvvu","stddvu","dmaxu","tss20cm","geo925","nieve","geo700","geo850.value","geo850.present"
"1002Y",-1.542961,"2021-03-23T19:00:00",0,183,1.2,0.1,340,43.135723,220,"IRURITA",69,9.8,9.8,14,NA,0.2,NA,NA,4.3,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1010X",-1.675786,"2021-03-23T19:00:00",0,54,2.1,1.2,115,43.27869,302,"VERA DE BIDASOA",79,9.7,9.7,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1012P",-1.796536,"2021-03-23T19:00:00",0,120,1.7,0.6,47,43.32641,47,"IRUN-LAPIZE",79,10.4,10.4,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1014A",-1.792116,"2021-03-23T19:00:00",0,4,3.1,1.6,70,43.357075,40,"SAN SEBASTIÁN/FUENTERRABIA",71,11.3,11.3,12.2,1023,0.1,9.5,1024,6.2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1021X",-1.878823,"2021-03-23T19:00:00",0,165,1.7,0,272,43.213833,225,"RENTERIA (PRESA DEL AÑARBE)",75,11.9,11.9,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1025A",-2.256663,"2021-03-23T19:00:00",0,255,1,0.5,292,43.015553,267,"SEGURA LASTALA",54,11.1,11.1,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1025X",-2.232037,"2021-03-23T19:00:00",0,255,2.8,1.1,30,43.054634,45,"ARRIARAN",57,11.1,11.1,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1026X",-2.184273,"2021-03-23T19:00:00",0,290,3.6,0.5,175,43.05816,75,"ORDIZIA-ARETA",63,12.3,12.3,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1033X",-1.950836,"2021-03-23T19:00:00",0,520,1,0.2,134,43.085,350,"ARESO (GUEREÑOENEA - AUTOMATICA)",69,9.3,9.3,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1037X",-2.337095,"2021-03-23T19:00:00",0,460,NA,NA,NA,43.051796,NA,"LEGAZPIA",55,8.5,8.5,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1037Y",-2.3175,"2021-03-23T19:00:00",0,420,1.1,0,295,43.079918,279,"ZUMARRAGA-URZABALETA",43,9.1,9.1,12.5,972.3,NA,NA,1022.7,-2.7,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1038X",-2.267175,"2021-03-23T19:00:00",0,180,2.5,0.9,251,43.172577,320,"AZPEITIA-IBAIEDER",47,10.8,10.8,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1041A",-2.251035,"2021-03-23T19:00:00",0,28,3.9,0.7,145,43.30214,79,"ZUMAYA FARO",75,10.9,10.9,12.7,NA,NA,NA,NA,6.7,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1044X",-2.589645,"2021-03-23T19:00:00",0,617,NA,NA,NA,43.057835,NA,"ARAMAYONA ECHAGÜEN",58,7.9,7.9,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1048X",-2.465715,"2021-03-23T19:00:00",0,308,NA,NA,NA,43.02505,NA,"ARETXABALETA-EMBALSE URKULU",60,9.6,9.6,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1049N",-2.495827,"2021-03-23T19:00:00",0,470,2.6,0.9,236,43.138332,247,"ELGETA",60,8.5,8.5,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1050J",-2.413218,"2021-03-23T19:00:00",0,119,1.9,0.6,237,43.209293,238,"ELGOIBAR IBERDROLA",66,9.1,9.1,11,1009,NA,NA,1023.6,3,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1052A",-2.397148,"2021-03-23T19:00:00",0,150,2.9,1.9,119,43.31722,127,"MUTRIKU-GALDONAMENDI",80,9.3,9.3,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1056K",-2.671184,"2021-03-23T19:00:00",0,45,3.7,0.8,22,43.34239,17,"FORUA-GAITOKA",81,9.6,9.6,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1057B",-2.752762,"2021-03-23T19:00:00",0,93,6.4,4,127,43.453907,122,"MACHICHACO FARO",82,9.5,9.6,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1059X",-3.021602,"2021-03-23T19:00:00",0,90,2.5,1.6,246,43.375088,233,"PUNTA GALEA ",70,10.3,12,13.9,1012.8,NA,NA,1023.7,6.7,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1060X",-3.005452,"2021-03-23T19:00:00",0,240,3.3,0.9,219,43.05024,230,"AMURRIO (INSTITUTO)",46,11,11,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1064L",-2.860274,"2021-03-23T19:00:00",0,270,4.2,2.7,195,43.096333,187,"OROZCO- IBARRA",53,10.6,10.6,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1069Y",-2.644187,"2021-03-23T19:00:00",0,747,NA,NA,NA,43.09923,NA,"URKIOLA (SANTUARIO)",54,8.3,8.3,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1078C",-3.209649,"2021-03-23T19:00:00",0,210,NA,NA,NA,43.180576,NA,"BALMASEDA-SALINILLAS",55,10.4,10.4,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1082",-2.906304,"2021-03-23T19:00:00",0,42,5.1,0.7,280,43.29795,300,"BILBAO/AEROPUERTO",57,11.2,11.7,14.9,1018.8,0.4,8.7,1023.6,3.4,NA,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1083B",-3.168615,"2021-03-23T19:00:00",0,177,1.1,0.4,312,43.27972,287,"SOPUERTA-JARRALTA",65,10.2,10.2,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1083L",-3.233884,"2021-03-23T19:00:00",0,45,2,1.1,174,43.39473,100,"CASTRO URDIALES-EDAR",93,9.1,9.1,11,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1089U",-3.47083,"2021-03-23T19:00:00",0,80,1,0.3,201,43.255833,192,"RAMALES DE LA VICTORIA-ETAP",75,9.6,9.6,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1096X",-3.469721,"2021-03-23T19:00:00",0,10,2.4,1.2,277,43.39667,2,"TRETO",83,10,10,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1109X",-3.831385,"2021-03-23T19:00:00",0,3,4.1,1.8,60,43.42861,50,"SANTANDER AEROPUERTO",76,11.9,12.1,14.5,1022.9,0.6,9.8,1023.6,8,NA,7,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1111X",-3.800431,"2021-03-23T19:00:00",0,52,5.5,2.5,112,43.491055,90,"SANTANDER CMT",83,10.8,10.9,11.9,1015.9,0.5,9.6,1023,8.1,12.4,9,25,12.3,NA,NA,NA,5.5,107,0,2.4,0.6,9,82,12,NA,NA,NA,NA,NA
"1124E",-3.849449,"2021-03-23T19:00:00",0,190,1.6,0.3,190,43.245556,247,"VILLACARRIEDO - SANTIBAÑEZ",62,11.7,11.7,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1135C",-4.214141,"2021-03-23T19:00:00",0,460,1.6,0,21,43.146942,277,"BÁRCENA MAYOR-TORIZ",71,10,10,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1152C",-4.048612,"2021-03-23T19:00:00",0,105,3.7,0.6,148,43.271942,272,"SAN FELICES DE BUELNA-TARRIBA",65,13.3,13.3,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1154H",-4.027419,"2021-03-23T19:00:00",0,110,1.7,1.2,130,43.358517,110,"TORRELAVEGA-SIERRAPANDO",52,14.6,14.6,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1159",-4.392103,"2021-03-23T19:00:00",0,38,1,0.7,150,43.393456,147,"SAN VICENTE  FARO",87,12.1,12.1,13.8,1017.8,NA,NA,1022.5,10,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1167B",-4.812779,"2021-03-23T19:00:00",0,1100,1.3,0.7,222,43.143894,215,"FUENTE DÉ-TELEFÉRICO",61,8.4,8.4,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1174I",-4.601783,"2021-03-23T19:00:00",0,250,5.4,0.9,211,43.18286,355,"TAMA",49,14.5,14.5,17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1176A",-4.668234,"2021-03-23T19:00:00",0,940,2.8,1.7,325,43.255714,342,"TRESVISO",47,11.3,11.3,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1178Y",-4.931762,"2021-03-23T19:00:00",0,953,NA,NA,NA,43.145374,NA,"SOTO DE VALDEÓN (AUTOMATICA)",66,8.9,8.9,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1179B",-4.852774,"2021-03-23T19:00:00",0,458,3.7,0.4,280,43.31111,277,"CARREÑA DE CABRALES",45,14.6,14.6,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1183X",-4.748056,"2021-03-23T19:00:00",0,10,4.5,1,95,43.420277,74,"LLANES",77,12.5,12.5,13.3,1021.4,NA,11.9,1022.6,8.5,9.4,NA,0,12.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1186P",-5.119247,"2021-03-23T19:00:00",0,370,3.6,0.1,38,43.266632,260,"AMIEVA  PANIZALES",54,12.1,12.1,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1199X",-5.396674,"2021-03-23T19:00:00",0,280,2.8,0.5,349,43.377834,337,"BARGAÉU PILOÑA",59,14,14,16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1203D",-5.247153,"2021-03-23T19:00:00",0,30,3.7,1.7,278,43.49235,277,"COLUNGA",91,10.4,10.7,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1207U",-5.621111,"2021-03-23T19:00:00",0,26,5.6,2.3,304,43.523056,305,"GIJÓN-CAMPUS",79,12.6,12.6,14.3,1020.3,0.8,12,1024.2,9,5.5,20,17.2,13.1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,12.1,NA,NA,NA,NA,NA
"1208H",-5.700833,"2021-03-23T19:00:00",0,5,6.3,2.3,320,43.559723,304,"GIJÓN  MUSEL",83,12.9,13,14.4,1022.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1210X",-5.848572,"2021-03-23T19:00:00",0,100,7.9,3,316,43.655926,329,"CABO PEÑAS",NA,11.9,12.1,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1212E",-6.044173,"2021-03-23T19:00:00",0,127,7.2,3.1,300,43.56694,310,"ASTURIAS/AVILÉS",100,10.9,10.9,12.1,1008.5,0.3,11.7,1038.8,10.9,NA,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1221D",-5.776392,"2021-03-23T19:00:00",0,1480,2.5,1.5,218,42.978607,210,"PAJARES - VALGRANDE",66,4.2,4.3,7.7,NA,NA,NA,NA,-1.4,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1226X",-5.476919,"2021-03-23T19:00:00",0,750,2.8,1.3,133,43.095177,162,"CUEVAS DE FELECHOSA",70,10.1,10.1,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1234P",-5.819274,"2021-03-23T19:00:00",0,170,5,0.5,13,43.274883,340,"MIERES-BAÍÑA",64,14.6,14.6,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1249X",-5.873889,"2021-03-23T19:00:00",0,336,5.2,2.5,94,43.353333,103,"OVIEDO",72,12.4,12.4,15.1,983.2,0.6,11.1,1023.6,7.4,19.5,21,22.9,13,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,11.5,NA,NA,NA,NA,NA
"1272B",-6.386539,"2021-03-23T19:00:00",0,280,5.9,2.1,147,43.290276,142,"SOUTU  LA BARCA",62,14.4,14.4,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1276F",-6.256944,"2021-03-23T19:00:00",0,670,1.7,0.6,179,43.1,350,"POLA DE SOMIEDO-DEPURADORA",74,10.2,10.2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1279X",-6.230729,"2021-03-23T19:00:00",0,240,4.7,2.2,9,43.425,5,"CAMUÑO",81,11.6,11.6,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1283U",-6.469998,"2021-03-23T19:00:00",0,60,5.1,2,276,43.569164,286,"CABO BUSTO",75,12.4,12.4,13.8,1016.5,NA,12.3,1023.8,8.1,20,NA,9,11.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1297E",-7.017618,"2021-03-23T19:00:00",0,1020,6.7,2.9,5,42.768578,322,"CERVANTES-BAZAL",46,11.9,11.9,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1302F",-6.472407,"2021-03-23T19:00:00",0,1310,6,2,281,42.95527,302,"DEGAÑA  COTO CORTÉS",63,10,10,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1309C",-6.884876,"2021-03-23T19:00:00",0,780,6.1,4.7,267,43.027412,265,"SAN ANTOLIN DE IBIAS-LINARES",65,12.7,12.7,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1327A",-6.673332,"2021-03-23T19:00:00",0,410,4.9,3.3,321,43.465553,315,"ONETA",98,8.4,8.4,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1331A",-7.031388,"2021-03-23T19:00:00",0,40,4,1.4,348,43.524723,336,"CASTROPOL",81,11.9,12,12.4,NA,NA,NA,NA,8.8,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1341B",-7.06098,"2021-03-23T19:00:00",0,340,4.4,1.8,360,43.415546,355,"OURIA DE TARAMUNDI",98,9.5,9.6,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1342X",-7.082971,"2021-03-23T19:00:00",0,43,2.5,1.5,339,43.540653,350,"RIBADEO  VILAFRAMIL",85,12.1,12.1,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1344X",-7.361736,"2021-03-23T19:00:00",0,125,NA,NA,NA,43.43133,NA,"MONDOÑEDO",82,11.9,11.9,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1347T",-7.357091,"2021-03-23T19:00:00",0,80,NA,NA,NA,43.651047,NA,"BURELA",82,11.3,11.3,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1351",-7.684722,"2021-03-23T19:00:00",0,80,12.2,9.8,276,43.78611,282,"ESTACA DE BARES",87,11.5,11.5,12.2,1012.9,NA,10.4,1022.6,9.4,NA,NA,16,11.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1354C",-8.262222,"2021-03-23T19:00:00",0,4,3.1,0.9,357,43.47639,347,"FERROL-LA GRAÑA",82,12.3,12.3,12.7,1023.9,NA,NA,1024.4,9.3,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1363X",-7.861476,"2021-03-23T19:00:00",0,343,NA,NA,NA,43.44597,NA,"AS PONTES A AEROSA",80,10.7,10.7,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1387",-8.421517,"2021-03-23T19:00:00",0,58,4.6,3.3,290,43.36597,290,"A CORUÑA",70,12.3,12.4,12.8,1017.1,0.6,12.3,1025.1,7.1,20,10,0,14.3,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,13.4,NA,NA,NA,NA,NA
"1387E",-8.371975,"2021-03-23T19:00:00",0,98,6.7,2.6,330,43.306953,350,"A CORUÑA/ALVEDRO",73,11.7,11.7,12.2,1012.3,0.5,11.6,1024.8,7,30,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1390X",-8.711001,"2021-03-23T19:00:00",0,98,NA,NA,NA,43.203583,NA,"CARBALLO",76,12,12,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1393",-9.210829,"2021-03-23T19:00:00",0,50,4.8,1.6,294,43.160557,309,"CABO VILAN",71,10.4,10.5,12.2,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1399",-9.046929,"2021-03-23T19:00:00",0,287,NA,NA,NA,43.057446,NA,"VIMIANZO-CASTRELO",82,9.1,9.1,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1400",-9.291434,"2021-03-23T19:00:00",0,230,NA,NA,NA,42.924828,NA,"FISTERRA",70,10.1,10.1,11.1,996.6,NA,8.8,1024.5,4.8,NA,NA,0,11.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1406X",-8.99369,"2021-03-23T19:00:00",0,340,NA,NA,NA,42.93525,NA,"MAZARICOS-A PICOTA",77,9.4,9.4,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1410X",-8.022249,"2021-03-23T19:00:00",0,500,NA,NA,NA,43.037876,NA,"SOBRADO DOS MONXES",91,8.4,8.4,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1428",-8.410515,"2021-03-23T19:00:00",0,370,4.1,1,30,42.888012,220,"SANTIAGO DE COMPOSTELA/LABACOLLA",76,11.2,11.5,13.8,980.5,0.2,10.6,1024.3,7.4,24,18,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,NA,NA,NA,NA,NA
"1435C",-8.876227,"2021-03-23T19:00:00",0,128,2.5,0.3,301,42.80014,305,"NOIA",79,11.3,11.3,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1442U",-8.892333,"2021-03-23T19:00:00",0,10,NA,NA,NA,42.643887,NA,"BOIRO",69,12.1,12.1,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1466A",-8.257892,"2021-03-23T19:00:00",0,435,4.1,2,334,42.700886,317,"SILLEDA",75,10.8,10.8,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1468X",-8.501806,"2021-03-23T19:00:00",0,269,NA,NA,NA,42.69361,NA,"A ESTRADA",79,11.6,11.6,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1473A",-8.627222,"2021-03-23T19:00:00",0,100,3.4,0.2,292,42.738335,306,"PADRÓN",68,10.9,11,14,NA,NA,NA,NA,5.3,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1475X",-8.555833,"2021-03-23T19:00:00",0,240,3.5,0.5,337,42.87611,224,"SANTIAGO DE COMPOSTELA",64,13.1,13.1,15.3,NA,NA,NA,NA,6.4,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1476R",-8.714807,"2021-03-23T19:00:00",0,210,NA,NA,NA,42.749836,NA,"CASAS DO PORTO",78,11.6,11.6,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1484C",-8.615833,"2021-03-23T19:00:00",0,108,5.9,1.5,207,42.43833,213,"PONTEVEDRA",76,11.4,11.4,14.1,1010.1,0.8,11.1,1023.8,7.3,20,33,39.3,15,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,13,NA,NA,NA,NA,NA
"1489A",-8.451243,"2021-03-23T19:00:00",0,395,3.3,1,322,42.40705,325,"A LAMA",76,10.7,10.7,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1495",-8.623765,"2021-03-23T19:00:00",0,261,4.6,1.5,280,42.238617,270,"VIGO/PEINADOR",83,10.4,10.5,12.1,993.4,0.6,10.2,1024.5,7.7,NA,14,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1496X",-8.724167,"2021-03-23T19:00:00",0,120,2.7,0.9,19,42.230556,352,"VIGO-O CASTRO",81,11.7,11.7,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1505",-7.457222,"2021-03-23T19:00:00",0,445,5.3,0.7,37,43.11139,55,"LUGO/ROZAS",81,11.4,11.4,14.7,970.8,0.3,9.2,1023.7,8.3,18.4,47,0,11.6,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,10,NA,NA,NA,NA,NA
"1518A",-7.5525,"2021-03-23T19:00:00",0,442,5.8,2,337,42.998333,332,"LUGO-COL.FINGOI",63,13.6,13.6,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
